dataset,run_accession,gsm,sample_accession,experiment_accession,experiment_title,library_strategy,library_source,library_selection,library_layout,local_fastq_count,local_fastq_complete,expected_fastq,latest_log_status,latest_log_failure_count,latest_log_error_class,recommended_repair_action,run_total_bases,run_total_spots,ena_error,ena_library_layout,fastq_urls,fastq_md5s,fastq_bytes,ena_n_fastq,current_local_fastq_complete,current_local_fastq_count,current_local_fastq_paths,target_fastq_dir,dataset_rank,repair_error_rank,download_strategy,download_allowed,blocked_reason,repair_priority
GSE121141,SRR8032942,GSM3426762,SRS3924362,SRX4865533,GSM3426762: Br1208; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,PAIRED,0,False,paired _1/_2 FASTQ,,,not_attempted_or_log_missing,schedule missing run after dataset-level priority and metadata gate; prefer ENA direct FASTQ for large batches,5049808200,16832694,,PAIRED,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR803/002/SRR8032942/SRR8032942_1.fastq.gz;https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR803/002/SRR8032942/SRR8032942_2.fastq.gz,82be4948d7ef041eb46e208fa80b528b;69e0b681ceaf05b742def93fbbcc4bbe,1154377094;1267130024,2,False,0,,/data/mouse_methyl/raw/GSE121141/fastq,1,1,ena_direct_first_then_sra_if_needed,True,,203
GSE121141,SRR8032945,GSM3426764,SRS3924364,SRX4865535,GSM3426764: Br2003; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,PAIRED,0,False,paired _1/_2 FASTQ,,,not_attempted_or_log_missing,schedule missing run after dataset-level priority and metadata gate; prefer ENA direct FASTQ for large batches,4976205900,16587353,,PAIRED,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR803/005/SRR8032945/SRR8032945_1.fastq.gz;https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR803/005/SRR8032945/SRR8032945_2.fastq.gz,82ad931ffa90abef83f65ceec3455e61;3c459e065502e524bcf0ebb854d66ab4,1111043804;1215241977,2,False,0,,/data/mouse_methyl/raw/GSE121141/fastq,1,1,ena_direct_first_then_sra_if_needed,True,,204
GSE121141,SRR8033024,GSM3426822,SRS3924405,SRX4865593,GSM3426822: Lu1207; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,PAIRED,0,False,paired _1/_2 FASTQ,,,not_attempted_or_log_missing,schedule missing run after dataset-level priority and metadata gate; prefer ENA direct FASTQ for large batches,4905054000,16350180,,PAIRED,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR803/004/SRR8033024/SRR8033024_1.fastq.gz;https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR803/004/SRR8033024/SRR8033024_2.fastq.gz,cd513f8265387490cad3e866d4319c9b;199a18029ea5ef702ab09d9b6f95bb74,1075478997;1278052534,2,False,0,,/data/mouse_methyl/raw/GSE121141/fastq,1,1,ena_direct_first_then_sra_if_needed,True,,205
GSE121141,SRR8033025,GSM3426822,SRS3924405,SRX4865593,GSM3426822: Lu1207; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,PAIRED,0,False,paired _1/_2 FASTQ,,,not_attempted_or_log_missing,schedule missing run after dataset-level priority and metadata gate; prefer ENA direct FASTQ for large batches,4797772800,15992576,,PAIRED,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR803/005/SRR8033025/SRR8033025_1.fastq.gz;https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR803/005/SRR8033025/SRR8033025_2.fastq.gz,0dd5899ff21d177b52c4d26bf4b478f9;7b29677cb8fd7ce5593f125603cc5a7e,1042791935;1222191684,2,False,0,,/data/mouse_methyl/raw/GSE121141/fastq,1,1,ena_direct_first_then_sra_if_needed,True,,206
GSE121141,SRR8032989,GSM3426796,SRS3924389,SRX4865567,GSM3426796: L0607; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,PAIRED,0,False,paired _1/_2 FASTQ,,,not_attempted_or_log_missing,schedule missing run after dataset-level priority and metadata gate; prefer ENA direct FASTQ for large batches,4772580600,15908602,,PAIRED,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR803/009/SRR8032989/SRR8032989_1.fastq.gz;https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR803/009/SRR8032989/SRR8032989_2.fastq.gz,bdcf0e01b0b62f4c1dee6dd6b9238e25;7bd864c594936f37de4a0f2e1e5ce22a,1062743574;1170960985,2,False,0,,/data/mouse_methyl/raw/GSE121141/fastq,1,1,ena_direct_first_then_sra_if_needed,True,,207
GSE121141,SRR8033041,GSM3426834,SRS3924412,SRX4865605,GSM3426834: Lu3010; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,PAIRED,0,False,paired _1/_2 FASTQ,,,not_attempted_or_log_missing,schedule missing run after dataset-level priority and metadata gate; prefer ENA direct FASTQ for large batches,4740714300,15802381,,PAIRED,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR803/001/SRR8033041/SRR8033041_1.fastq.gz;https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR803/001/SRR8033041/SRR8033041_2.fastq.gz,cd6b7d70df21046ebcad7624da24ca8f;584925522b74a26bbd2dfb1e5ac53554,1068717254;1248788569,2,False,0,,/data/mouse_methyl/raw/GSE121141/fastq,1,1,ena_direct_first_then_sra_if_needed,True,,208
GSE121141,SRR8032993,GSM3426799,SRS3924390,SRX4865570,GSM3426799: L0610; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,PAIRED,0,False,paired _1/_2 FASTQ,,,not_attempted_or_log_missing,schedule missing run after dataset-level priority and metadata gate; prefer ENA direct FASTQ for large batches,4680584100,15601947,,PAIRED,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR803/003/SRR8032993/SRR8032993_1.fastq.gz;https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR803/003/SRR8032993/SRR8032993_2.fastq.gz,23dbb3e76c435d0ceab823602f08ee40;9759526f8aff512a3ef8a42123dcfab8,972402548;1306789911,2,False,0,,/data/mouse_methyl/raw/GSE121141/fastq,1,1,ena_direct_first_then_sra_if_needed,True,,209
GSE121141,SRR8033042,GSM3426834,SRS3924412,SRX4865605,GSM3426834: Lu3010; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,PAIRED,0,False,paired _1/_2 FASTQ,,,not_attempted_or_log_missing,schedule missing run after dataset-level priority and metadata gate; prefer ENA direct FASTQ for large batches,4664732100,15549107,,PAIRED,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR803/002/SRR8033042/SRR8033042_1.fastq.gz;https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR803/002/SRR8033042/SRR8033042_2.fastq.gz,e1bf2ddc5ee84808345336bac94115a6;56be3ce1189210ddf31dfff2c010b9b4,1040246138;1203135978,2,False,0,,/data/mouse_methyl/raw/GSE121141/fastq,1,1,ena_direct_first_then_sra_if_needed,True,,210
GSE121141,SRR8032951,GSM3426768,SRS3924366,SRX4865539,GSM3426768: Br2010; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,PAIRED,0,False,paired _1/_2 FASTQ,,,not_attempted_or_log_missing,schedule missing run after dataset-level priority and metadata gate; prefer ENA direct FASTQ for large batches,4491091200,14970304,,PAIRED,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR803/001/SRR8032951/SRR8032951_1.fastq.gz;https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR803/001/SRR8032951/SRR8032951_2.fastq.gz,a9b454585f4c6c9d15400eb917943ad8;35feb8be460482e80332624b0ce317b8,1002676431;1245121740,2,False,0,,/data/mouse_methyl/raw/GSE121141/fastq,1,1,ena_direct_first_then_sra_if_needed,True,,211
GSE121141,SRR8033032,GSM3426828,SRS3924408,SRX4865599,GSM3426828: Lu2006; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,PAIRED,0,False,paired _1/_2 FASTQ,,,not_attempted_or_log_missing,schedule missing run after dataset-level priority and metadata gate; prefer ENA direct FASTQ for large batches,3846249000,12820830,,PAIRED,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR803/002/SRR8033032/SRR8033032_1.fastq.gz;https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR803/002/SRR8033032/SRR8033032_2.fastq.gz,6a46ff2ddf97876b49dd4f110d97e719;6484d5830fae3543e78e334a4713e049,857416623;959300720,2,False,0,,/data/mouse_methyl/raw/GSE121141/fastq,1,1,ena_direct_first_then_sra_if_needed,True,,212
GSE121141,SRR8033033,GSM3426828,SRS3924408,SRX4865599,GSM3426828: Lu2006; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,PAIRED,0,False,paired _1/_2 FASTQ,,,not_attempted_or_log_missing,schedule missing run after dataset-level priority and metadata gate; prefer ENA direct FASTQ for large batches,3759752100,12532507,,PAIRED,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR803/003/SRR8033033/SRR8033033_1.fastq.gz;https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR803/003/SRR8033033/SRR8033033_2.fastq.gz,3190626e0aae56562696e39e37d508e4;1bc9ac7ef52699cc831cdfcddc9eb628,830350600;929570245,2,False,0,,/data/mouse_methyl/raw/GSE121141/fastq,1,1,ena_direct_first_then_sra_if_needed,True,,213
GSE121141,SRR8033027,GSM3426823,SRS3924407,SRX4865594,GSM3426823: Lu1208; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,PAIRED,0,False,paired _1/_2 FASTQ,,,not_attempted_or_log_missing,schedule missing run after dataset-level priority and metadata gate; prefer ENA direct FASTQ for large batches,3502290300,11674301,,PAIRED,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR803/007/SRR8033027/SRR8033027_1.fastq.gz;https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR803/007/SRR8033027/SRR8033027_2.fastq.gz,3ce13272013ab8815c3ca0c2d775bbcc;e9911ad333833b4351566dd69264e7ea,758990364;945904167,2,False,0,,/data/mouse_methyl/raw/GSE121141/fastq,1,1,ena_direct_first_then_sra_if_needed,True,,214
GSE121141,SRR8032977,GSM3426788,SRS3924382,SRX4865559,GSM3426788: H2006; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,PAIRED,0,False,paired _1/_2 FASTQ,,,not_attempted_or_log_missing,schedule missing run after dataset-level priority and metadata gate; prefer ENA direct FASTQ for large batches,3404361600,11347872,,PAIRED,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR803/007/SRR8032977/SRR8032977_1.fastq.gz;https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR803/007/SRR8032977/SRR8032977_2.fastq.gz,41b742697c4768b2dd4c6934f257d848;b16d4752e9defea01a8bf653c28716f4,733796218;883911133,2,False,0,,/data/mouse_methyl/raw/GSE121141/fastq,1,1,ena_direct_first_then_sra_if_needed,True,,215
GSE121141,SRR8033026,GSM3426823,SRS3924407,SRX4865594,GSM3426823: Lu1208; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,PAIRED,0,False,paired _1/_2 FASTQ,,,not_attempted_or_log_missing,schedule missing run after dataset-level priority and metadata gate; prefer ENA direct FASTQ for large batches,3350194800,11167316,,PAIRED,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR803/006/SRR8033026/SRR8033026_1.fastq.gz;https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR803/006/SRR8033026/SRR8033026_2.fastq.gz,6520f4bf3d881f09ca892d68401377fd;4e901156640d99baef6164c3f24b0131,726204737;881200704,2,False,0,,/data/mouse_methyl/raw/GSE121141/fastq,1,1,ena_direct_first_then_sra_if_needed,True,,216
GSE121141,SRR8032983,GSM3426793,SRS3924386,SRX4865564,GSM3426793: H3009; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,PAIRED,0,False,paired _1/_2 FASTQ,,,not_attempted_or_log_missing,schedule missing run after dataset-level priority and metadata gate; prefer ENA direct FASTQ for large batches,2004264900,6680883,,PAIRED,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR803/003/SRR8032983/SRR8032983_1.fastq.gz;https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR803/003/SRR8032983/SRR8032983_2.fastq.gz,9785fc5079d78acc362774b554dab493;2054b852eb8aec86b47d7e4e28a9282a,413069284;553700587,2,False,0,,/data/mouse_methyl/raw/GSE121141/fastq,1,1,ena_direct_first_then_sra_if_needed,True,,217
GSE121141,SRR8032984,GSM3426793,SRS3924386,SRX4865564,GSM3426793: H3009; Mus musculus; Bisulfite-Seq,Bisulfite-Seq,GENOMIC,RANDOM,PAIRED,0,False,paired _1/_2 FASTQ,,,not_attempted_or_log_missing,schedule missing run after dataset-level priority and metadata gate; prefer ENA direct FASTQ for large batches,1938931200,6463104,,PAIRED,https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR803/004/SRR8032984/SRR8032984_1.fastq.gz;https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR803/004/SRR8032984/SRR8032984_2.fastq.gz,b2bd3b1546f1d8b4f21431e45eb03c95;d0ded9900b898fb58fdbd17d9eebbc1b,406098090;536804040,2,False,0,,/data/mouse_methyl/raw/GSE121141/fastq,1,1,ena_direct_first_then_sra_if_needed,True,,218
