dataset,run_accession,local_fastq_files,local_fastq_count,local_size_bytes,mates_present,sample_id,library_layout,library_strategy,library_selection,sample_accession,experiment_accession,experiment_title,biosample,bioproject,run_total_bases,metadata_status
GSE80672,SRR3440828,/data/mouse_methyl/raw/GSE80672/fastq/SRR3440828_1.fastq;/data/mouse_methyl/raw/GSE80672/fastq/SRR3440828_2.fastq,2,7111659448,1;2,GSM2132901,PAIRED,Bisulfite-Seq,Reduced Representation,SRS1412411,SRX1727189,GSM2132901: M2210; Mus musculus; Bisulfite-Seq,SAMN04902171,PRJNA319643,2327763450,mapped
GSE80672,SRR3440829,/data/mouse_methyl/raw/GSE80672/fastq/SRR3440829_1.fastq;/data/mouse_methyl/raw/GSE80672/fastq/SRR3440829_2.fastq,2,8099317784,1;2,GSM2132901,PAIRED,Bisulfite-Seq,Reduced Representation,SRS1412411,SRX1727189,GSM2132901: M2210; Mus musculus; Bisulfite-Seq,SAMN04902171,PRJNA319643,2647049550,mapped
GSE80672,SRR3440830,/data/mouse_methyl/raw/GSE80672/fastq/SRR3440830_1.fastq;/data/mouse_methyl/raw/GSE80672/fastq/SRR3440830_2.fastq,2,6364141064,1;2,GSM2132902,PAIRED,Bisulfite-Seq,Reduced Representation,SRS1412412,SRX1727190,GSM2132902: M2401; Mus musculus; Bisulfite-Seq,SAMN04902172,PRJNA319643,2086108800,mapped
GSE80672,SRR3440831,/data/mouse_methyl/raw/GSE80672/fastq/SRR3440831_1.fastq;/data/mouse_methyl/raw/GSE80672/fastq/SRR3440831_2.fastq,2,6874860760,1;2,GSM2132902,PAIRED,Bisulfite-Seq,Reduced Representation,SRS1412412,SRX1727190,GSM2132902: M2401; Mus musculus; Bisulfite-Seq,SAMN04902172,PRJNA319643,2251212150,mapped
GSE80672,SRR3440832,/data/mouse_methyl/raw/GSE80672/fastq/SRR3440832_1.fastq;/data/mouse_methyl/raw/GSE80672/fastq/SRR3440832_2.fastq,2,11793468632,1;2,GSM2132903,PAIRED,Bisulfite-Seq,Reduced Representation,SRS1412413,SRX1727191,GSM2132903: M2402; Mus musculus; Bisulfite-Seq,SAMN04902173,PRJNA319643,3841279350,mapped
GSE80672,SRR3440833,/data/mouse_methyl/raw/GSE80672/fastq/SRR3440833_1.fastq;/data/mouse_methyl/raw/GSE80672/fastq/SRR3440833_2.fastq,2,5751465720,1;2,GSM2132904,PAIRED,Bisulfite-Seq,Reduced Representation,SRS1412414,SRX1727192,GSM2132904: M2403; Mus musculus; Bisulfite-Seq,SAMN04902174,PRJNA319643,1888045650,mapped
GSE80672,SRR3440834,/data/mouse_methyl/raw/GSE80672/fastq/SRR3440834_1.fastq;/data/mouse_methyl/raw/GSE80672/fastq/SRR3440834_2.fastq,2,8649724328,1;2,GSM2132904,PAIRED,Bisulfite-Seq,Reduced Representation,SRS1412414,SRX1727192,GSM2132904: M2403; Mus musculus; Bisulfite-Seq,SAMN04902174,PRJNA319643,2824982700,mapped
GSE80672,SRR3440835,/data/mouse_methyl/raw/GSE80672/fastq/SRR3440835_1.fastq;/data/mouse_methyl/raw/GSE80672/fastq/SRR3440835_2.fastq,2,5900973944,1;2,GSM2132905,PAIRED,Bisulfite-Seq,Reduced Representation,SRS1412415,SRX1727193,GSM2132905: M2404; Mus musculus; Bisulfite-Seq,SAMN04902175,PRJNA319643,1936378050,mapped
GSE80672,SRR3440840,/data/mouse_methyl/raw/GSE80672/fastq/SRR3440840_1.fastq;/data/mouse_methyl/raw/GSE80672/fastq/SRR3440840_2.fastq,2,6714807672,1;2,GSM2132908,PAIRED,Bisulfite-Seq,Reduced Representation,SRS1412418,SRX1727196,GSM2132908: M2408; Mus musculus; Bisulfite-Seq,SAMN04902178,PRJNA319643,2199470850,mapped
GSE80672,SRR3440841,/data/mouse_methyl/raw/GSE80672/fastq/SRR3440841_1.fastq;/data/mouse_methyl/raw/GSE80672/fastq/SRR3440841_2.fastq,2,7158710904,1;2,GSM2132908,PAIRED,Bisulfite-Seq,Reduced Representation,SRS1412418,SRX1727196,GSM2132908: M2408; Mus musculus; Bisulfite-Seq,SAMN04902178,PRJNA319643,2342974050,mapped
GSE80672,SRR3440842,/data/mouse_methyl/raw/GSE80672/fastq/SRR3440842_1.fastq;/data/mouse_methyl/raw/GSE80672/fastq/SRR3440842_2.fastq,2,4945035576,1;2,GSM2132909,PAIRED,Bisulfite-Seq,Reduced Representation,SRS1412419,SRX1727197,GSM2132909: M2409; Mus musculus; Bisulfite-Seq,SAMN04902092,PRJNA319643,1627346250,mapped
GSE80672,SRR3440843,/data/mouse_methyl/raw/GSE80672/fastq/SRR3440843_1.fastq;/data/mouse_methyl/raw/GSE80672/fastq/SRR3440843_2.fastq,2,4978968824,1;2,GSM2132909,PAIRED,Bisulfite-Seq,Reduced Representation,SRS1412419,SRX1727197,GSM2132909: M2409; Mus musculus; Bisulfite-Seq,SAMN04902092,PRJNA319643,1638316050,mapped
GSE80672,SRR3440844,/data/mouse_methyl/raw/GSE80672/fastq/SRR3440844_1.fastq;/data/mouse_methyl/raw/GSE80672/fastq/SRR3440844_2.fastq,2,10151969800,1;2,GSM2132910,PAIRED,Bisulfite-Seq,Reduced Representation,SRS1412420,SRX1727198,GSM2132910: M2411; Mus musculus; Bisulfite-Seq,SAMN04902093,PRJNA319643,3310622400,mapped
GSE80672,SRR3440847,/data/mouse_methyl/raw/GSE80672/fastq/SRR3440847_1.fastq;/data/mouse_methyl/raw/GSE80672/fastq/SRR3440847_2.fastq,2,12353467912,1;2,GSM2132912,PAIRED,Bisulfite-Seq,Reduced Representation,SRS1412422,SRX1727200,GSM2132912: M2602; Mus musculus; Bisulfite-Seq,SAMN04902179,PRJNA319643,4022313600,mapped
GSE80672,SRR3440848,/data/mouse_methyl/raw/GSE80672/fastq/SRR3440848_1.fastq;/data/mouse_methyl/raw/GSE80672/fastq/SRR3440848_2.fastq,2,5779186936,1;2,GSM2132913,PAIRED,Bisulfite-Seq,Reduced Representation,SRS1412423,SRX1727201,GSM2132913: M2603; Mus musculus; Bisulfite-Seq,SAMN04902180,PRJNA319643,1897007250,mapped
GSE80672,SRR3440849,/data/mouse_methyl/raw/GSE80672/fastq/SRR3440849_1.fastq;/data/mouse_methyl/raw/GSE80672/fastq/SRR3440849_2.fastq,2,5867061112,1;2,GSM2132913,PAIRED,Bisulfite-Seq,Reduced Representation,SRS1412423,SRX1727201,GSM2132913: M2603; Mus musculus; Bisulfite-Seq,SAMN04902180,PRJNA319643,1925414850,mapped
GSE80672,SRR3440850,/data/mouse_methyl/raw/GSE80672/fastq/SRR3440850_1.fastq;/data/mouse_methyl/raw/GSE80672/fastq/SRR3440850_2.fastq,2,5564899672,1;2,GSM2132914,PAIRED,Bisulfite-Seq,Reduced Representation,SRS1412424,SRX1727202,GSM2132914: M2604; Mus musculus; Bisulfite-Seq,SAMN04902091,PRJNA319643,1827733350,mapped
GSE80672,SRR3440851,/data/mouse_methyl/raw/GSE80672/fastq/SRR3440851_1.fastq;/data/mouse_methyl/raw/GSE80672/fastq/SRR3440851_2.fastq,2,9702774184,1;2,GSM2132914,PAIRED,Bisulfite-Seq,Reduced Representation,SRS1412424,SRX1727202,GSM2132914: M2604; Mus musculus; Bisulfite-Seq,SAMN04902091,PRJNA319643,3165408300,mapped
GSE80672,SRR3440852,/data/mouse_methyl/raw/GSE80672/fastq/SRR3440852_1.fastq;/data/mouse_methyl/raw/GSE80672/fastq/SRR3440852_2.fastq,2,6995177816,1;2,GSM2132915,PAIRED,Bisulfite-Seq,Reduced Representation,SRS1412425,SRX1727203,GSM2132915: M2605; Mus musculus; Bisulfite-Seq,SAMN04902096,PRJNA319643,2290107750,mapped
GSE80672,SRR3440853,/data/mouse_methyl/raw/GSE80672/fastq/SRR3440853_1.fastq;/data/mouse_methyl/raw/GSE80672/fastq/SRR3440853_2.fastq,2,8167165720,1;2,GSM2132916,PAIRED,Bisulfite-Seq,Reduced Representation,SRS1412426,SRX1727204,GSM2132916: M2606; Mus musculus; Bisulfite-Seq,SAMN04902097,PRJNA319643,2668983150,mapped
GSE80672,SRR3440855,/data/mouse_methyl/raw/GSE80672/fastq/SRR3440855_1.fastq;/data/mouse_methyl/raw/GSE80672/fastq/SRR3440855_2.fastq,2,5282272632,1;2,GSM2132917,PAIRED,Bisulfite-Seq,Reduced Representation,SRS1412427,SRX1727205,GSM2132917: M2607; Mus musculus; Bisulfite-Seq,SAMN04902098,PRJNA319643,1736366850,mapped
GSE80672,SRR3440856,/data/mouse_methyl/raw/GSE80672/fastq/SRR3440856_1.fastq;/data/mouse_methyl/raw/GSE80672/fastq/SRR3440856_2.fastq,2,5984813640,1;2,GSM2132917,PAIRED,Bisulfite-Seq,Reduced Representation,SRS1412427,SRX1727205,GSM2132917: M2607; Mus musculus; Bisulfite-Seq,SAMN04902098,PRJNA319643,1963481400,mapped
GSE80672,SRR3440857,/data/mouse_methyl/raw/GSE80672/fastq/SRR3440857_1.fastq;/data/mouse_methyl/raw/GSE80672/fastq/SRR3440857_2.fastq,2,5763511160,1;2,GSM2132918,PAIRED,Bisulfite-Seq,Reduced Representation,SRS1412428,SRX1727206,GSM2132918: M2608; Mus musculus; Bisulfite-Seq,SAMN04902099,PRJNA319643,1891939650,mapped
GSE80672,SRR3440858,/data/mouse_methyl/raw/GSE80672/fastq/SRR3440858_1.fastq;/data/mouse_methyl/raw/GSE80672/fastq/SRR3440858_2.fastq,2,6168692200,1;2,GSM2132918,PAIRED,Bisulfite-Seq,Reduced Representation,SRS1412428,SRX1727206,GSM2132918: M2608; Mus musculus; Bisulfite-Seq,SAMN04902099,PRJNA319643,2022924900,mapped
GSE80672,SRR3440859,/data/mouse_methyl/raw/GSE80672/fastq/SRR3440859_1.fastq;/data/mouse_methyl/raw/GSE80672/fastq/SRR3440859_2.fastq,2,5936164168,1;2,GSM2132919,PAIRED,Bisulfite-Seq,Reduced Representation,SRS1412429,SRX1727207,GSM2132919: M2609; Mus musculus; Bisulfite-Seq,SAMN04902100,PRJNA319643,1947754200,mapped
GSE80672,SRR3440860,/data/mouse_methyl/raw/GSE80672/fastq/SRR3440860_1.fastq;/data/mouse_methyl/raw/GSE80672/fastq/SRR3440860_2.fastq,2,8697288040,1;2,GSM2132919,PAIRED,Bisulfite-Seq,Reduced Representation,SRS1412429,SRX1727207,GSM2132919: M2609; Mus musculus; Bisulfite-Seq,SAMN04902100,PRJNA319643,2840358900,mapped
GSE80672,SRR3440861,/data/mouse_methyl/raw/GSE80672/fastq/SRR3440861_1.fastq;/data/mouse_methyl/raw/GSE80672/fastq/SRR3440861_2.fastq,2,8100200312,1;2,GSM2132920,PAIRED,Bisulfite-Seq,Reduced Representation,SRS1412430,SRX1727208,GSM2132920: M2610; Mus musculus; Bisulfite-Seq,SAMN04902095,PRJNA319643,2647334850,mapped
GSE80672,SRR3440863,/data/mouse_methyl/raw/GSE80672/fastq/SRR3440863_1.fastq;/data/mouse_methyl/raw/GSE80672/fastq/SRR3440863_2.fastq,2,217254904,1;2,GSM2132921,PAIRED,Bisulfite-Seq,Reduced Representation,SRS1412431,SRX1727209,GSM2132921: M2801; Mus musculus; Bisulfite-Seq,SAMN04902101,PRJNA319643,73039200,mapped
GSE80672,SRR3440864,/data/mouse_methyl/raw/GSE80672/fastq/SRR3440864_1.fastq;/data/mouse_methyl/raw/GSE80672/fastq/SRR3440864_2.fastq,2,6992856424,1;2,GSM2132921,PAIRED,Bisulfite-Seq,Reduced Representation,SRS1412431,SRX1727209,GSM2132921: M2801; Mus musculus; Bisulfite-Seq,SAMN04902101,PRJNA319643,2289357300,mapped
GSE80672,SRR3440865,/data/mouse_methyl/raw/GSE80672/fastq/SRR3440865_1.fastq;/data/mouse_methyl/raw/GSE80672/fastq/SRR3440865_2.fastq,2,7804703768,1;2,GSM2132922,PAIRED,Bisulfite-Seq,Reduced Representation,SRS1412432,SRX1727210,GSM2132922: M2802; Mus musculus; Bisulfite-Seq,SAMN04902102,PRJNA319643,2551807950,mapped
GSE80672,SRR3440866,/data/mouse_methyl/raw/GSE80672/fastq/SRR3440866_1.fastq;/data/mouse_methyl/raw/GSE80672/fastq/SRR3440866_2.fastq,2,9250230344,1;2,GSM2132922,PAIRED,Bisulfite-Seq,Reduced Representation,SRS1412432,SRX1727210,GSM2132922: M2802; Mus musculus; Bisulfite-Seq,SAMN04902102,PRJNA319643,3019111800,mapped
GSE80672,SRR3440867,/data/mouse_methyl/raw/GSE80672/fastq/SRR3440867_1.fastq;/data/mouse_methyl/raw/GSE80672/fastq/SRR3440867_2.fastq,2,8923839288,1;2,GSM2132923,PAIRED,Bisulfite-Seq,Reduced Representation,SRS1412433,SRX1727211,GSM2132923: M2804; Mus musculus; Bisulfite-Seq,SAMN04902103,PRJNA319643,2913597450,mapped
GSE80672,SRR3440868,/data/mouse_methyl/raw/GSE80672/fastq/SRR3440868_1.fastq;/data/mouse_methyl/raw/GSE80672/fastq/SRR3440868_2.fastq,2,7936835192,1;2,GSM2132923,PAIRED,Bisulfite-Seq,Reduced Representation,SRS1412433,SRX1727211,GSM2132923: M2804; Mus musculus; Bisulfite-Seq,SAMN04902103,PRJNA319643,2594522850,mapped
GSE80672,SRR3440869,/data/mouse_methyl/raw/GSE80672/fastq/SRR3440869_1.fastq;/data/mouse_methyl/raw/GSE80672/fastq/SRR3440869_2.fastq,2,10395135496,1;2,GSM2132924,PAIRED,Bisulfite-Seq,Reduced Representation,SRS1412435,SRX1727212,GSM2132924: M2805; Mus musculus; Bisulfite-Seq,SAMN04902104,PRJNA319643,3389232000,mapped
GSE80672,SRR3440870,/data/mouse_methyl/raw/GSE80672/fastq/SRR3440870_1.fastq;/data/mouse_methyl/raw/GSE80672/fastq/SRR3440870_2.fastq,2,5512996168,1;2,GSM2132925,PAIRED,Bisulfite-Seq,Reduced Representation,SRS1412434,SRX1727213,GSM2132925: M2806; Mus musculus; Bisulfite-Seq,SAMN04902105,PRJNA319643,1810954200,mapped
GSE80672,SRR3440871,/data/mouse_methyl/raw/GSE80672/fastq/SRR3440871_1.fastq;/data/mouse_methyl/raw/GSE80672/fastq/SRR3440871_2.fastq,2,6472161656,1;2,GSM2132925,PAIRED,Bisulfite-Seq,Reduced Representation,SRS1412434,SRX1727213,GSM2132925: M2806; Mus musculus; Bisulfite-Seq,SAMN04902105,PRJNA319643,2121029250,mapped
GSE80672,SRR3440872,/data/mouse_methyl/raw/GSE80672/fastq/SRR3440872_1.fastq;/data/mouse_methyl/raw/GSE80672/fastq/SRR3440872_2.fastq,2,6550275128,1;2,GSM2132926,PAIRED,Bisulfite-Seq,Reduced Representation,SRS1412436,SRX1727214,GSM2132926: M2807; Mus musculus; Bisulfite-Seq,SAMN04902106,PRJNA319643,2146281450,mapped
GSE80672,SRR3440873,/data/mouse_methyl/raw/GSE80672/fastq/SRR3440873_1.fastq;/data/mouse_methyl/raw/GSE80672/fastq/SRR3440873_2.fastq,2,8597433848,1;2,GSM2132926,PAIRED,Bisulfite-Seq,Reduced Representation,SRS1412436,SRX1727214,GSM2132926: M2807; Mus musculus; Bisulfite-Seq,SAMN04902106,PRJNA319643,2808078450,mapped
GSE80672,SRR3440874,/data/mouse_methyl/raw/GSE80672/fastq/SRR3440874_1.fastq;/data/mouse_methyl/raw/GSE80672/fastq/SRR3440874_2.fastq,2,5462439656,1;2,GSM2132927,PAIRED,Bisulfite-Seq,Reduced Representation,SRS1412437,SRX1727215,GSM2132927: M2808; Mus musculus; Bisulfite-Seq,SAMN04902107,PRJNA319643,1794610500,mapped
GSE80672,SRR3440875,/data/mouse_methyl/raw/GSE80672/fastq/SRR3440875_1.fastq;/data/mouse_methyl/raw/GSE80672/fastq/SRR3440875_2.fastq,2,7979416008,1;2,GSM2132927,PAIRED,Bisulfite-Seq,Reduced Representation,SRS1412437,SRX1727215,GSM2132927: M2808; Mus musculus; Bisulfite-Seq,SAMN04902107,PRJNA319643,2608288200,mapped
GSE80672,SRR3440876,/data/mouse_methyl/raw/GSE80672/fastq/SRR3440876_1.fastq;/data/mouse_methyl/raw/GSE80672/fastq/SRR3440876_2.fastq,2,6659150408,1;2,GSM2132928,PAIRED,Bisulfite-Seq,Reduced Representation,SRS1412438,SRX1727216,GSM2132928: M2809; Mus musculus; Bisulfite-Seq,SAMN04902108,PRJNA319643,2181478200,mapped
GSE80672,SRR3440877,/data/mouse_methyl/raw/GSE80672/fastq/SRR3440877_1.fastq;/data/mouse_methyl/raw/GSE80672/fastq/SRR3440877_2.fastq,2,9141800040,1;2,GSM2132928,PAIRED,Bisulfite-Seq,Reduced Representation,SRS1412438,SRX1727216,GSM2132928: M2809; Mus musculus; Bisulfite-Seq,SAMN04902108,PRJNA319643,2984058900,mapped
GSE80672,SRR3440878,/data/mouse_methyl/raw/GSE80672/fastq/SRR3440878_1.fastq;/data/mouse_methyl/raw/GSE80672/fastq/SRR3440878_2.fastq,2,10801333624,1;2,GSM2132929,PAIRED,Bisulfite-Seq,Reduced Representation,SRS1412439,SRX1727217,GSM2132929: M2810; Mus musculus; Bisulfite-Seq,SAMN04902109,PRJNA319643,3520546050,mapped
GSE80672,SRR3440879,/data/mouse_methyl/raw/GSE80672/fastq/SRR3440879_1.fastq;/data/mouse_methyl/raw/GSE80672/fastq/SRR3440879_2.fastq,2,4801752376,1;2,GSM2132930,PAIRED,Bisulfite-Seq,Reduced Representation,SRS1412440,SRX1727218,GSM2132930: M3001; Mus musculus; Bisulfite-Seq,SAMN04902110,PRJNA319643,1581026250,mapped
GSE80672,SRR3440880,/data/mouse_methyl/raw/GSE80672/fastq/SRR3440880_1.fastq;/data/mouse_methyl/raw/GSE80672/fastq/SRR3440880_2.fastq,2,8370864504,1;2,GSM2132930,PAIRED,Bisulfite-Seq,Reduced Representation,SRS1412440,SRX1727218,GSM2132930: M3001; Mus musculus; Bisulfite-Seq,SAMN04902110,PRJNA319643,2734834050,mapped
GSE80672,SRR3440882,/data/mouse_methyl/raw/GSE80672/fastq/SRR3440882_1.fastq;/data/mouse_methyl/raw/GSE80672/fastq/SRR3440882_2.fastq,2,9260138136,1;2,GSM2132932,PAIRED,Bisulfite-Seq,Reduced Representation,SRS1412442,SRX1727220,GSM2132932: M3003; Mus musculus; Bisulfite-Seq,SAMN04902112,PRJNA319643,3022314750,mapped
GSE80672,SRR3440884,/data/mouse_methyl/raw/GSE80672/fastq/SRR3440884_1.fastq;/data/mouse_methyl/raw/GSE80672/fastq/SRR3440884_2.fastq,2,10353900280,1;2,GSM2132933,PAIRED,Bisulfite-Seq,Reduced Representation,SRS1412443,SRX1727221,GSM2132933: M3004; Mus musculus; Bisulfite-Seq,SAMN04902113,PRJNA319643,3375901650,mapped
GSE80672,SRR3440886,/data/mouse_methyl/raw/GSE80672/fastq/SRR3440886_1.fastq;/data/mouse_methyl/raw/GSE80672/fastq/SRR3440886_2.fastq,2,6920040904,1;2,GSM2132934,PAIRED,Bisulfite-Seq,Reduced Representation,SRS1412444,SRX1727222,GSM2132934: M3005; Mus musculus; Bisulfite-Seq,SAMN04902114,PRJNA319643,2265817800,mapped
GSE80672,SRR3440887,/data/mouse_methyl/raw/GSE80672/fastq/SRR3440887_1.fastq;/data/mouse_methyl/raw/GSE80672/fastq/SRR3440887_2.fastq,2,6742080200,1;2,GSM2132934,PAIRED,Bisulfite-Seq,Reduced Representation,SRS1412444,SRX1727222,GSM2132934: M3005; Mus musculus; Bisulfite-Seq,SAMN04902114,PRJNA319643,2208287400,mapped
GSE80672,SRR3440888,/data/mouse_methyl/raw/GSE80672/fastq/SRR3440888_1.fastq;/data/mouse_methyl/raw/GSE80672/fastq/SRR3440888_2.fastq,2,6298115720,1;2,GSM2132935,PAIRED,Bisulfite-Seq,Reduced Representation,SRS1412445,SRX1727223,GSM2132935: M3006; Mus musculus; Bisulfite-Seq,SAMN04902115,PRJNA319643,2064764400,mapped
GSE80672,SRR3440889,/data/mouse_methyl/raw/GSE80672/fastq/SRR3440889_1.fastq;/data/mouse_methyl/raw/GSE80672/fastq/SRR3440889_2.fastq,2,6653088248,1;2,GSM2132935,PAIRED,Bisulfite-Seq,Reduced Representation,SRS1412445,SRX1727223,GSM2132935: M3006; Mus musculus; Bisulfite-Seq,SAMN04902115,PRJNA319643,2179518450,mapped
GSE80672,SRR3440893,/data/mouse_methyl/raw/GSE80672/fastq/SRR3440893_1.fastq;/data/mouse_methyl/raw/GSE80672/fastq/SRR3440893_2.fastq,2,7616932248,1;2,GSM2132938,PAIRED,Bisulfite-Seq,Reduced Representation,SRS1412448,SRX1727226,GSM2132938: M3010; Mus musculus; Bisulfite-Seq,SAMN04902118,PRJNA319643,2491105950,mapped
GSE80672,SRR3440894,/data/mouse_methyl/raw/GSE80672/fastq/SRR3440894_1.fastq;/data/mouse_methyl/raw/GSE80672/fastq/SRR3440894_2.fastq,2,11735279784,1;2,GSM2132939,PAIRED,Bisulfite-Seq,Reduced Representation,SRS1412450,SRX1727227,GSM2132939: M3204; Mus musculus; Bisulfite-Seq,SAMN04902119,PRJNA319643,3822468300,mapped
GSE80672,SRR3440895,/data/mouse_methyl/raw/GSE80672/fastq/SRR3440895_1.fastq;/data/mouse_methyl/raw/GSE80672/fastq/SRR3440895_2.fastq,2,11329022264,1;2,GSM2132939,PAIRED,Bisulfite-Seq,Reduced Representation,SRS1412450,SRX1727227,GSM2132939: M3204; Mus musculus; Bisulfite-Seq,SAMN04902119,PRJNA319643,3691135050,mapped
GSE80672,SRR3440896,/data/mouse_methyl/raw/GSE80672/fastq/SRR3440896_1.fastq;/data/mouse_methyl/raw/GSE80672/fastq/SRR3440896_2.fastq,2,9940438232,1;2,GSM2132940,PAIRED,Bisulfite-Seq,Reduced Representation,SRS1412449,SRX1727228,GSM2132940: M3205; Mus musculus; Bisulfite-Seq,SAMN04902120,PRJNA319643,3242239350,mapped
GSE80672,SRR3440898,/data/mouse_methyl/raw/GSE80672/fastq/SRR3440898_1.fastq;/data/mouse_methyl/raw/GSE80672/fastq/SRR3440898_2.fastq,2,6043668328,1;2,GSM2132941,PAIRED,Bisulfite-Seq,Reduced Representation,SRS1412451,SRX1727229,GSM2132941: M3206; Mus musculus; Bisulfite-Seq,SAMN04902300,PRJNA319643,1982507700,mapped
GSE80672,SRR3440899,/data/mouse_methyl/raw/GSE80672/fastq/SRR3440899_1.fastq;/data/mouse_methyl/raw/GSE80672/fastq/SRR3440899_2.fastq,2,6216470280,1;2,GSM2132941,PAIRED,Bisulfite-Seq,Reduced Representation,SRS1412451,SRX1727229,GSM2132941: M3206; Mus musculus; Bisulfite-Seq,SAMN04902300,PRJNA319643,2038370400,mapped
GSE80672,SRR3440900,/data/mouse_methyl/raw/GSE80672/fastq/SRR3440900_1.fastq;/data/mouse_methyl/raw/GSE80672/fastq/SRR3440900_2.fastq,2,2947115208,1;2,GSM2132942,PAIRED,Bisulfite-Seq,Reduced Representation,SRS1412452,SRX1727230,GSM2132942: M3207; Mus musculus; Bisulfite-Seq,SAMN04902301,PRJNA319643,972369750,mapped
GSE80672,SRR3440901,/data/mouse_methyl/raw/GSE80672/fastq/SRR3440901_1.fastq;/data/mouse_methyl/raw/GSE80672/fastq/SRR3440901_2.fastq,2,5898536552,1;2,GSM2132942,PAIRED,Bisulfite-Seq,Reduced Representation,SRS1412452,SRX1727230,GSM2132942: M3207; Mus musculus; Bisulfite-Seq,SAMN04902301,PRJNA319643,1935590100,mapped
GSE80672,SRR3440902,/data/mouse_methyl/raw/GSE80672/fastq/SRR3440902_1.fastq;/data/mouse_methyl/raw/GSE80672/fastq/SRR3440902_2.fastq,2,9366403416,1;2,GSM2132943,PAIRED,Bisulfite-Seq,Reduced Representation,SRS1412453,SRX1727231,GSM2132943: M3208; Mus musculus; Bisulfite-Seq,SAMN04902302,PRJNA319643,3056667750,mapped
GSE80672,SRR3440904,/data/mouse_methyl/raw/GSE80672/fastq/SRR3440904_1.fastq;/data/mouse_methyl/raw/GSE80672/fastq/SRR3440904_2.fastq,2,5877971608,1;2,GSM2132944,PAIRED,Bisulfite-Seq,Reduced Representation,SRS1412454,SRX1727232,GSM2132944: M3209; Mus musculus; Bisulfite-Seq,SAMN04902303,PRJNA319643,1928941950,mapped
GSE80672,SRR3440905,/data/mouse_methyl/raw/GSE80672/fastq/SRR3440905_1.fastq;/data/mouse_methyl/raw/GSE80672/fastq/SRR3440905_2.fastq,2,6586767336,1;2,GSM2132944,PAIRED,Bisulfite-Seq,Reduced Representation,SRS1412454,SRX1727232,GSM2132944: M3209; Mus musculus; Bisulfite-Seq,SAMN04902303,PRJNA319643,2158078500,mapped
GSE80672,SRR3440907,/data/mouse_methyl/raw/GSE80672/fastq/SRR3440907_1.fastq;/data/mouse_methyl/raw/GSE80672/fastq/SRR3440907_2.fastq,2,7230251352,1;2,GSM2132946,PAIRED,Bisulfite-Seq,Reduced Representation,SRS1412455,SRX1727234,GSM2132946: M3401; Mus musculus; Bisulfite-Seq,SAMN04902305,PRJNA319643,2366101350,mapped
GSE80672,SRR3440908,/data/mouse_methyl/raw/GSE80672/fastq/SRR3440908_1.fastq;/data/mouse_methyl/raw/GSE80672/fastq/SRR3440908_2.fastq,2,9971487256,1;2,GSM2132946,PAIRED,Bisulfite-Seq,Reduced Representation,SRS1412455,SRX1727234,GSM2132946: M3401; Mus musculus; Bisulfite-Seq,SAMN04902305,PRJNA319643,3252276750,mapped
GSE80672,SRR3440909,/data/mouse_methyl/raw/GSE80672/fastq/SRR3440909_1.fastq;/data/mouse_methyl/raw/GSE80672/fastq/SRR3440909_2.fastq,2,5567412696,1;2,GSM2132947,PAIRED,Bisulfite-Seq,Reduced Representation,SRS1412457,SRX1727235,GSM2132947: M3402; Mus musculus; Bisulfite-Seq,SAMN04902306,PRJNA319643,1828545750,mapped
GSE80672,SRR3440910,/data/mouse_methyl/raw/GSE80672/fastq/SRR3440910_1.fastq;/data/mouse_methyl/raw/GSE80672/fastq/SRR3440910_2.fastq,2,8891256744,1;2,GSM2132947,PAIRED,Bisulfite-Seq,Reduced Representation,SRS1412457,SRX1727235,GSM2132947: M3402; Mus musculus; Bisulfite-Seq,SAMN04902306,PRJNA319643,2903064300,mapped
GSE80672,SRR3440911,/data/mouse_methyl/raw/GSE80672/fastq/SRR3440911_1.fastq;/data/mouse_methyl/raw/GSE80672/fastq/SRR3440911_2.fastq,2,9301534824,1;2,GSM2132948,PAIRED,Bisulfite-Seq,Reduced Representation,SRS1412459,SRX1727236,GSM2132948: M3403; Mus musculus; Bisulfite-Seq,SAMN04902307,PRJNA319643,3035697300,mapped
GSE80672,SRR3440912,/data/mouse_methyl/raw/GSE80672/fastq/SRR3440912_1.fastq;/data/mouse_methyl/raw/GSE80672/fastq/SRR3440912_2.fastq,2,9422837416,1;2,GSM2132949,PAIRED,Bisulfite-Seq,Reduced Representation,SRS1412458,SRX1727237,GSM2132949: M3404; Mus musculus; Bisulfite-Seq,SAMN04902308,PRJNA319643,3074911500,mapped
GSE80672,SRR3440913,/data/mouse_methyl/raw/GSE80672/fastq/SRR3440913_1.fastq;/data/mouse_methyl/raw/GSE80672/fastq/SRR3440913_2.fastq,2,14353657768,1;2,GSM2132949,PAIRED,Bisulfite-Seq,Reduced Representation,SRS1412458,SRX1727237,GSM2132949: M3404; Mus musculus; Bisulfite-Seq,SAMN04902308,PRJNA319643,4668926700,mapped
GSE80672,SRR3440915,/data/mouse_methyl/raw/GSE80672/fastq/SRR3440915_1.fastq;/data/mouse_methyl/raw/GSE80672/fastq/SRR3440915_2.fastq,2,9132423528,1;2,GSM2132950,PAIRED,Bisulfite-Seq,Reduced Representation,SRS1412460,SRX1727238,GSM2132950: M3405; Mus musculus; Bisulfite-Seq,SAMN04902309,PRJNA319643,2981027700,mapped
