dataset,sample_id,run_accessions,r1_paths,r2_paths,n_runs,n_fastq_files,pilot_priority,queue_status,bismark_authorized,training_authorized,age_weeks,tissue,sex,intervention,fastq_gib
GSE80672,GSM2132787,SRR3440663,/data/mouse_methyl/raw/GSE80672/fastq/SRR3440663_1.fastq,/data/mouse_methyl/raw/GSE80672/fastq/SRR3440663_2.fastq,1,2,0,v25_authorized_full_passed_gate,False,False,26.074,blood,M,control,6.138914
GSE80672,GSM2132788,SRR3440664,/data/mouse_methyl/raw/GSE80672/fastq/SRR3440664_1.fastq,/data/mouse_methyl/raw/GSE80672/fastq/SRR3440664_2.fastq,1,2,0,v25_authorized_full_passed_gate,False,False,26.074,blood,F,control,6.488254
GSE80672,GSM2132789,SRR3440665,/data/mouse_methyl/raw/GSE80672/fastq/SRR3440665_1.fastq,/data/mouse_methyl/raw/GSE80672/fastq/SRR3440665_2.fastq,1,2,0,v25_authorized_full_passed_gate,False,False,26.074,blood,F,control,7.317215
GSE80672,GSM2132790,SRR3440666,/data/mouse_methyl/raw/GSE80672/fastq/SRR3440666_1.fastq,/data/mouse_methyl/raw/GSE80672/fastq/SRR3440666_2.fastq,1,2,0,v25_authorized_full_passed_gate,False,False,26.074,blood,F,control,8.29318
GSE80672,GSM2132791,SRR3440667,/data/mouse_methyl/raw/GSE80672/fastq/SRR3440667_1.fastq,/data/mouse_methyl/raw/GSE80672/fastq/SRR3440667_2.fastq,1,2,0,v25_authorized_full_passed_gate,False,False,26.074,blood,F,control,4.741793
GSE80672,GSM2132792,SRR3440668,/data/mouse_methyl/raw/GSE80672/fastq/SRR3440668_1.fastq,/data/mouse_methyl/raw/GSE80672/fastq/SRR3440668_2.fastq,1,2,0,v25_authorized_full_passed_gate,False,False,26.074,blood,F,control,9.594625
GSE80672,GSM2132793,SRR3440669,/data/mouse_methyl/raw/GSE80672/fastq/SRR3440669_1.fastq,/data/mouse_methyl/raw/GSE80672/fastq/SRR3440669_2.fastq,1,2,0,v25_authorized_full_passed_gate,False,False,26.074,blood,M,control,6.866256
GSE80672,GSM2132794,SRR3440670,/data/mouse_methyl/raw/GSE80672/fastq/SRR3440670_1.fastq,/data/mouse_methyl/raw/GSE80672/fastq/SRR3440670_2.fastq,1,2,0,v25_authorized_full_passed_gate,False,False,26.074,blood,M,control,7.263634
GSE80672,GSM2132808,SRR3440686,/data/mouse_methyl/raw/GSE80672/fastq/SRR3440686_1.fastq,/data/mouse_methyl/raw/GSE80672/fastq/SRR3440686_2.fastq,1,2,0,v25_authorized_full_passed_gate,False,False,26.074,blood,M,control,8.464611
GSE80672,GSM2132809,SRR3440687;SRR3440688,/data/mouse_methyl/raw/GSE80672/fastq/SRR3440687_1.fastq;/data/mouse_methyl/raw/GSE80672/fastq/SRR3440688_1.fastq,/data/mouse_methyl/raw/GSE80672/fastq/SRR3440687_2.fastq;/data/mouse_methyl/raw/GSE80672/fastq/SRR3440688_2.fastq,2,4,0,v25_authorized_full_passed_gate,False,False,26.074,blood,M,control,8.213306
GSE80672,GSM2132839,SRR3440731;SRR3440732,/data/mouse_methyl/raw/GSE80672/fastq/SRR3440731_1.fastq;/data/mouse_methyl/raw/GSE80672/fastq/SRR3440732_1.fastq,/data/mouse_methyl/raw/GSE80672/fastq/SRR3440731_2.fastq;/data/mouse_methyl/raw/GSE80672/fastq/SRR3440732_2.fastq,2,4,0,v25_authorized_full_passed_gate,False,False,26.074,blood,M,control,18.366722
GSE80672,GSM2132840,SRR3440733,/data/mouse_methyl/raw/GSE80672/fastq/SRR3440733_1.fastq,/data/mouse_methyl/raw/GSE80672/fastq/SRR3440733_2.fastq,1,2,0,v25_authorized_full_passed_gate,False,False,26.074,blood,M,control,8.883562
GSE80672,GSM2132844,SRR3440737,/data/mouse_methyl/raw/GSE80672/fastq/SRR3440737_1.fastq,/data/mouse_methyl/raw/GSE80672/fastq/SRR3440737_2.fastq,1,2,0,v25_authorized_full_passed_gate,False,False,26.074,blood,M,control,8.252955
GSE80672,GSM2132845,SRR3440738,/data/mouse_methyl/raw/GSE80672/fastq/SRR3440738_1.fastq,/data/mouse_methyl/raw/GSE80672/fastq/SRR3440738_2.fastq,1,2,0,v25_authorized_full_passed_gate,False,False,26.074,blood,M,control,8.25143
GSE80672,GSM2132846,SRR3440739,/data/mouse_methyl/raw/GSE80672/fastq/SRR3440739_1.fastq,/data/mouse_methyl/raw/GSE80672/fastq/SRR3440739_2.fastq,1,2,0,v25_authorized_full_passed_gate,False,False,26.074,blood,M,control,9.674208
GSE80672,GSM2132847,SRR3440740,/data/mouse_methyl/raw/GSE80672/fastq/SRR3440740_1.fastq,/data/mouse_methyl/raw/GSE80672/fastq/SRR3440740_2.fastq,1,2,0,v25_authorized_full_passed_gate,False,False,34.766,blood,M,control,8.541694
GSE80672,GSM2132848,SRR3440742;SRR3440743,/data/mouse_methyl/raw/GSE80672/fastq/SRR3440742_1.fastq;/data/mouse_methyl/raw/GSE80672/fastq/SRR3440743_1.fastq,/data/mouse_methyl/raw/GSE80672/fastq/SRR3440742_2.fastq;/data/mouse_methyl/raw/GSE80672/fastq/SRR3440743_2.fastq,2,4,0,v25_authorized_full_passed_gate,False,False,34.766,blood,M,control,16.597876
GSE80672,GSM2132849,SRR3440744;SRR3440745,/data/mouse_methyl/raw/GSE80672/fastq/SRR3440744_1.fastq;/data/mouse_methyl/raw/GSE80672/fastq/SRR3440745_1.fastq,/data/mouse_methyl/raw/GSE80672/fastq/SRR3440744_2.fastq;/data/mouse_methyl/raw/GSE80672/fastq/SRR3440745_2.fastq,2,4,0,v25_authorized_full_passed_gate,False,False,34.766,blood,M,control,14.709036
GSE80672,GSM2132850,SRR3440746,/data/mouse_methyl/raw/GSE80672/fastq/SRR3440746_1.fastq,/data/mouse_methyl/raw/GSE80672/fastq/SRR3440746_2.fastq,1,2,0,v25_authorized_full_passed_gate,False,False,34.766,blood,M,control,8.239811
GSE80672,GSM2132851,SRR3440748,/data/mouse_methyl/raw/GSE80672/fastq/SRR3440748_1.fastq,/data/mouse_methyl/raw/GSE80672/fastq/SRR3440748_2.fastq,1,2,0,v25_authorized_full_passed_gate,False,False,34.766,blood,M,control,0.260556
GSE80672,GSM2132852,SRR3440750,/data/mouse_methyl/raw/GSE80672/fastq/SRR3440750_1.fastq,/data/mouse_methyl/raw/GSE80672/fastq/SRR3440750_2.fastq,1,2,0,v25_authorized_full_passed_gate,False,False,34.766,blood,M,control,4.639645
GSE80672,GSM2132853,SRR3440752;SRR3440753,/data/mouse_methyl/raw/GSE80672/fastq/SRR3440752_1.fastq;/data/mouse_methyl/raw/GSE80672/fastq/SRR3440753_1.fastq,/data/mouse_methyl/raw/GSE80672/fastq/SRR3440752_2.fastq;/data/mouse_methyl/raw/GSE80672/fastq/SRR3440753_2.fastq,2,4,0,v25_authorized_full_passed_gate,False,False,34.766,blood,M,control,14.071992
GSE80672,GSM2132854,SRR3440754;SRR3440755,/data/mouse_methyl/raw/GSE80672/fastq/SRR3440754_1.fastq;/data/mouse_methyl/raw/GSE80672/fastq/SRR3440755_1.fastq,/data/mouse_methyl/raw/GSE80672/fastq/SRR3440754_2.fastq;/data/mouse_methyl/raw/GSE80672/fastq/SRR3440755_2.fastq,2,4,0,v25_authorized_full_passed_gate,False,False,34.766,blood,M,control,13.301435999999999
GSE80672,GSM2132857,SRR3440759,/data/mouse_methyl/raw/GSE80672/fastq/SRR3440759_1.fastq,/data/mouse_methyl/raw/GSE80672/fastq/SRR3440759_2.fastq,1,2,0,v25_authorized_full_passed_gate,False,False,43.457,blood,M,control,9.152038
GSE80672,GSM2132858,SRR3440760;SRR3440761,/data/mouse_methyl/raw/GSE80672/fastq/SRR3440760_1.fastq;/data/mouse_methyl/raw/GSE80672/fastq/SRR3440761_1.fastq,/data/mouse_methyl/raw/GSE80672/fastq/SRR3440760_2.fastq;/data/mouse_methyl/raw/GSE80672/fastq/SRR3440761_2.fastq,2,4,0,v25_authorized_full_passed_gate,False,False,43.457,blood,M,control,10.851424999999999
GSE80672,GSM2132861,SRR3440764,/data/mouse_methyl/raw/GSE80672/fastq/SRR3440764_1.fastq,/data/mouse_methyl/raw/GSE80672/fastq/SRR3440764_2.fastq,1,2,0,v25_authorized_full_passed_gate,False,False,43.457,blood,M,control,7.97952
GSE80672,GSM2132863,SRR3440766,/data/mouse_methyl/raw/GSE80672/fastq/SRR3440766_1.fastq,/data/mouse_methyl/raw/GSE80672/fastq/SRR3440766_2.fastq,1,2,0,v25_authorized_full_passed_gate,False,False,43.457,blood,M,control,7.340176
GSE80672,GSM2132864,SRR3440767,/data/mouse_methyl/raw/GSE80672/fastq/SRR3440767_1.fastq,/data/mouse_methyl/raw/GSE80672/fastq/SRR3440767_2.fastq,1,2,0,v25_authorized_full_passed_gate,False,False,43.457,blood,M,control,10.226265
GSE80672,GSM2132865,SRR3440768,/data/mouse_methyl/raw/GSE80672/fastq/SRR3440768_1.fastq,/data/mouse_methyl/raw/GSE80672/fastq/SRR3440768_2.fastq,1,2,0,v25_authorized_full_passed_gate,False,False,52.149,blood,M,control,9.208566
GSE80672,GSM2132867,SRR3440770,/data/mouse_methyl/raw/GSE80672/fastq/SRR3440770_1.fastq,/data/mouse_methyl/raw/GSE80672/fastq/SRR3440770_2.fastq,1,2,0,v25_authorized_full_passed_gate,False,False,52.149,blood,M,control,8.535429
GSE80672,GSM2132869,SRR3440773,/data/mouse_methyl/raw/GSE80672/fastq/SRR3440773_1.fastq,/data/mouse_methyl/raw/GSE80672/fastq/SRR3440773_2.fastq,1,2,0,v25_authorized_full_passed_gate,False,False,52.149,blood,M,control,8.113404
GSE80672,GSM2132870,SRR3440774,/data/mouse_methyl/raw/GSE80672/fastq/SRR3440774_1.fastq,/data/mouse_methyl/raw/GSE80672/fastq/SRR3440774_2.fastq,1,2,0,v25_authorized_full_passed_gate,False,False,52.149,blood,M,control,9.457024
GSE80672,GSM2132744,SRR3440607;SRR3440608,/data/mouse_methyl/raw/GSE80672/fastq/SRR3440607_1.fastq;/data/mouse_methyl/raw/GSE80672/fastq/SRR3440608_1.fastq,/data/mouse_methyl/raw/GSE80672/fastq/SRR3440607_2.fastq;/data/mouse_methyl/raw/GSE80672/fastq/SRR3440608_2.fastq,2,4,0,v25_authorized_full_passed_gate,False,False,86.914,blood,M,control,14.482599
GSE80672,GSM2132745,SRR3440609;SRR3440610,/data/mouse_methyl/raw/GSE80672/fastq/SRR3440609_1.fastq;/data/mouse_methyl/raw/GSE80672/fastq/SRR3440610_1.fastq,/data/mouse_methyl/raw/GSE80672/fastq/SRR3440609_2.fastq;/data/mouse_methyl/raw/GSE80672/fastq/SRR3440610_2.fastq,2,4,0,v25_authorized_full_passed_gate,False,False,86.914,blood,M,control,10.325576
GSE80672,GSM2132746,SRR3440611,/data/mouse_methyl/raw/GSE80672/fastq/SRR3440611_1.fastq,/data/mouse_methyl/raw/GSE80672/fastq/SRR3440611_2.fastq,1,2,0,v25_authorized_full_passed_gate,False,False,86.914,blood,M,control,4.844145
GSE80672,GSM2132747,SRR3440612,/data/mouse_methyl/raw/GSE80672/fastq/SRR3440612_1.fastq,/data/mouse_methyl/raw/GSE80672/fastq/SRR3440612_2.fastq,1,2,0,v25_authorized_full_passed_gate,False,False,86.914,blood,M,control,5.836222
GSE80672,GSM2132748,SRR3440613;SRR3440614,/data/mouse_methyl/raw/GSE80672/fastq/SRR3440613_1.fastq;/data/mouse_methyl/raw/GSE80672/fastq/SRR3440614_1.fastq,/data/mouse_methyl/raw/GSE80672/fastq/SRR3440613_2.fastq;/data/mouse_methyl/raw/GSE80672/fastq/SRR3440614_2.fastq,2,4,0,v25_authorized_full_passed_gate,False,False,86.914,blood,M,control,12.956859999999999
GSE80672,GSM2132889,SRR3440807,/data/mouse_methyl/raw/GSE80672/fastq/SRR3440807_1.fastq,/data/mouse_methyl/raw/GSE80672/fastq/SRR3440807_2.fastq,1,2,0,v25_authorized_full_passed_gate,False,False,86.914,blood,M,control,0.265456
GSE80672,GSM2132890,SRR3440809;SRR3440810,/data/mouse_methyl/raw/GSE80672/fastq/SRR3440809_1.fastq;/data/mouse_methyl/raw/GSE80672/fastq/SRR3440810_1.fastq,/data/mouse_methyl/raw/GSE80672/fastq/SRR3440809_2.fastq;/data/mouse_methyl/raw/GSE80672/fastq/SRR3440810_2.fastq,2,4,0,v25_authorized_full_passed_gate,False,False,86.914,blood,M,control,10.794858
GSE80672,GSM2132892,SRR3440812;SRR3440813,/data/mouse_methyl/raw/GSE80672/fastq/SRR3440812_1.fastq;/data/mouse_methyl/raw/GSE80672/fastq/SRR3440813_1.fastq,/data/mouse_methyl/raw/GSE80672/fastq/SRR3440812_2.fastq;/data/mouse_methyl/raw/GSE80672/fastq/SRR3440813_2.fastq,2,4,0,v25_authorized_full_passed_gate,False,False,86.914,blood,M,control,9.607756
GSE80672,GSM2132893,SRR3440814;SRR3440815,/data/mouse_methyl/raw/GSE80672/fastq/SRR3440814_1.fastq;/data/mouse_methyl/raw/GSE80672/fastq/SRR3440815_1.fastq,/data/mouse_methyl/raw/GSE80672/fastq/SRR3440814_2.fastq;/data/mouse_methyl/raw/GSE80672/fastq/SRR3440815_2.fastq,2,4,0,v25_authorized_full_passed_gate,False,False,95.606,blood,M,control,13.713754999999999
GSE80672,GSM2132894,SRR3440816,/data/mouse_methyl/raw/GSE80672/fastq/SRR3440816_1.fastq,/data/mouse_methyl/raw/GSE80672/fastq/SRR3440816_2.fastq,1,2,0,v25_authorized_full_passed_gate,False,False,95.606,blood,M,control,9.475121
GSE80672,GSM2132896,SRR3440818;SRR3440819,/data/mouse_methyl/raw/GSE80672/fastq/SRR3440818_1.fastq;/data/mouse_methyl/raw/GSE80672/fastq/SRR3440819_1.fastq,/data/mouse_methyl/raw/GSE80672/fastq/SRR3440818_2.fastq;/data/mouse_methyl/raw/GSE80672/fastq/SRR3440819_2.fastq,2,4,0,v25_authorized_full_passed_gate,False,False,95.606,blood,M,control,12.237946
GSE80672,GSM2132897,SRR3440820;SRR3440821,/data/mouse_methyl/raw/GSE80672/fastq/SRR3440820_1.fastq;/data/mouse_methyl/raw/GSE80672/fastq/SRR3440821_1.fastq,/data/mouse_methyl/raw/GSE80672/fastq/SRR3440820_2.fastq;/data/mouse_methyl/raw/GSE80672/fastq/SRR3440821_2.fastq,2,4,0,v25_authorized_full_passed_gate,False,False,95.606,blood,M,control,8.396275
GSE80672,GSM2132898,SRR3440822,/data/mouse_methyl/raw/GSE80672/fastq/SRR3440822_1.fastq,/data/mouse_methyl/raw/GSE80672/fastq/SRR3440822_2.fastq,1,2,0,v25_authorized_full_passed_gate,False,False,95.606,blood,M,control,9.01549
GSE80672,GSM2132899,SRR3440824,/data/mouse_methyl/raw/GSE80672/fastq/SRR3440824_1.fastq,/data/mouse_methyl/raw/GSE80672/fastq/SRR3440824_2.fastq,1,2,0,v25_authorized_full_passed_gate,False,False,95.606,blood,M,control,8.434418
GSE80672,GSM2132900,SRR3440826,/data/mouse_methyl/raw/GSE80672/fastq/SRR3440826_1.fastq,/data/mouse_methyl/raw/GSE80672/fastq/SRR3440826_2.fastq,1,2,0,v25_authorized_full_passed_gate,False,False,95.606,blood,M,control,0.214253
GSE80672,GSM2132901,SRR3440828;SRR3440829,/data/mouse_methyl/raw/GSE80672/fastq/SRR3440828_1.fastq;/data/mouse_methyl/raw/GSE80672/fastq/SRR3440829_1.fastq,/data/mouse_methyl/raw/GSE80672/fastq/SRR3440828_2.fastq;/data/mouse_methyl/raw/GSE80672/fastq/SRR3440829_2.fastq,2,4,0,v25_authorized_full_passed_gate,False,False,95.606,blood,M,control,14.166326000000002
GSE80672,GSM2132902,SRR3440830;SRR3440831,/data/mouse_methyl/raw/GSE80672/fastq/SRR3440830_1.fastq;/data/mouse_methyl/raw/GSE80672/fastq/SRR3440831_1.fastq,/data/mouse_methyl/raw/GSE80672/fastq/SRR3440830_2.fastq;/data/mouse_methyl/raw/GSE80672/fastq/SRR3440831_2.fastq,2,4,0,v25_authorized_full_passed_gate,False,False,104.297,blood,M,control,12.329781
GSE80672,GSM2132903,SRR3440832,/data/mouse_methyl/raw/GSE80672/fastq/SRR3440832_1.fastq,/data/mouse_methyl/raw/GSE80672/fastq/SRR3440832_2.fastq,1,2,0,v25_authorized_full_passed_gate,False,False,104.297,blood,M,control,10.983524
GSE80672,GSM2132904,SRR3440833;SRR3440834,/data/mouse_methyl/raw/GSE80672/fastq/SRR3440833_1.fastq;/data/mouse_methyl/raw/GSE80672/fastq/SRR3440834_1.fastq,/data/mouse_methyl/raw/GSE80672/fastq/SRR3440833_2.fastq;/data/mouse_methyl/raw/GSE80672/fastq/SRR3440834_2.fastq,2,4,0,v25_authorized_full_passed_gate,False,False,104.297,blood,M,control,13.412154
GSE80672,GSM2132905,SRR3440835,/data/mouse_methyl/raw/GSE80672/fastq/SRR3440835_1.fastq,/data/mouse_methyl/raw/GSE80672/fastq/SRR3440835_2.fastq,1,2,0,v25_authorized_full_passed_gate,False,False,104.297,blood,M,control,5.49571
GSE80672,GSM2132908,SRR3440840;SRR3440841,/data/mouse_methyl/raw/GSE80672/fastq/SRR3440840_1.fastq;/data/mouse_methyl/raw/GSE80672/fastq/SRR3440841_1.fastq,/data/mouse_methyl/raw/GSE80672/fastq/SRR3440840_2.fastq;/data/mouse_methyl/raw/GSE80672/fastq/SRR3440841_2.fastq,2,4,0,v25_authorized_full_passed_gate,False,False,104.297,blood,M,control,12.920721
GSE80672,GSM2132909,SRR3440842;SRR3440843,/data/mouse_methyl/raw/GSE80672/fastq/SRR3440842_1.fastq;/data/mouse_methyl/raw/GSE80672/fastq/SRR3440843_1.fastq,/data/mouse_methyl/raw/GSE80672/fastq/SRR3440842_2.fastq;/data/mouse_methyl/raw/GSE80672/fastq/SRR3440843_2.fastq,2,4,0,v25_authorized_full_passed_gate,False,False,104.297,blood,M,control,9.242449
GSE80672,GSM2132910,SRR3440844,/data/mouse_methyl/raw/GSE80672/fastq/SRR3440844_1.fastq,/data/mouse_methyl/raw/GSE80672/fastq/SRR3440844_2.fastq,1,2,0,v25_authorized_full_passed_gate,False,False,104.297,blood,M,control,9.454759
GSE80672,GSM2132912,SRR3440847,/data/mouse_methyl/raw/GSE80672/fastq/SRR3440847_1.fastq,/data/mouse_methyl/raw/GSE80672/fastq/SRR3440847_2.fastq,1,2,0,v25_authorized_full_passed_gate,False,False,112.989,blood,M,control,11.505064
GSE80672,GSM2132913,SRR3440848;SRR3440849,/data/mouse_methyl/raw/GSE80672/fastq/SRR3440848_1.fastq;/data/mouse_methyl/raw/GSE80672/fastq/SRR3440849_1.fastq,/data/mouse_methyl/raw/GSE80672/fastq/SRR3440848_2.fastq;/data/mouse_methyl/raw/GSE80672/fastq/SRR3440849_2.fastq,2,4,0,v25_authorized_full_passed_gate,False,False,112.989,blood,M,control,10.846413
GSE80672,GSM2132914,SRR3440850;SRR3440851,/data/mouse_methyl/raw/GSE80672/fastq/SRR3440850_1.fastq;/data/mouse_methyl/raw/GSE80672/fastq/SRR3440851_1.fastq,/data/mouse_methyl/raw/GSE80672/fastq/SRR3440850_2.fastq;/data/mouse_methyl/raw/GSE80672/fastq/SRR3440851_2.fastq,2,4,0,v25_authorized_full_passed_gate,False,False,112.989,blood,M,control,14.21913
GSE80672,GSM2132915,SRR3440852,/data/mouse_methyl/raw/GSE80672/fastq/SRR3440852_1.fastq,/data/mouse_methyl/raw/GSE80672/fastq/SRR3440852_2.fastq,1,2,0,v25_authorized_full_passed_gate,False,False,112.989,blood,M,control,6.514767
GSE80672,GSM2132916,SRR3440853,/data/mouse_methyl/raw/GSE80672/fastq/SRR3440853_1.fastq,/data/mouse_methyl/raw/GSE80672/fastq/SRR3440853_2.fastq,1,2,0,v25_authorized_full_passed_gate,False,False,112.989,blood,M,control,7.606266
GSE80672,GSM2132917,SRR3440855;SRR3440856,/data/mouse_methyl/raw/GSE80672/fastq/SRR3440855_1.fastq;/data/mouse_methyl/raw/GSE80672/fastq/SRR3440856_1.fastq,/data/mouse_methyl/raw/GSE80672/fastq/SRR3440855_2.fastq;/data/mouse_methyl/raw/GSE80672/fastq/SRR3440856_2.fastq,2,4,0,v25_authorized_full_passed_gate,False,False,112.989,blood,M,control,10.493292
GSE80672,GSM2132918,SRR3440857;SRR3440858,/data/mouse_methyl/raw/GSE80672/fastq/SRR3440857_1.fastq;/data/mouse_methyl/raw/GSE80672/fastq/SRR3440858_1.fastq,/data/mouse_methyl/raw/GSE80672/fastq/SRR3440857_2.fastq;/data/mouse_methyl/raw/GSE80672/fastq/SRR3440858_2.fastq,2,4,0,v25_authorized_full_passed_gate,False,False,112.989,blood,M,control,11.112729999999999
GSE80672,GSM2132919,SRR3440859;SRR3440860,/data/mouse_methyl/raw/GSE80672/fastq/SRR3440859_1.fastq;/data/mouse_methyl/raw/GSE80672/fastq/SRR3440860_1.fastq,/data/mouse_methyl/raw/GSE80672/fastq/SRR3440859_2.fastq;/data/mouse_methyl/raw/GSE80672/fastq/SRR3440860_2.fastq,2,4,0,v25_authorized_full_passed_gate,False,False,112.989,blood,M,control,13.628464999999998
GSE80672,GSM2132920,SRR3440861,/data/mouse_methyl/raw/GSE80672/fastq/SRR3440861_1.fastq,/data/mouse_methyl/raw/GSE80672/fastq/SRR3440861_2.fastq,1,2,0,v25_authorized_full_passed_gate,False,False,112.989,blood,M,control,7.543899
GSE80672,GSM2132749,SRR3440615,/data/mouse_methyl/raw/GSE80672/fastq/SRR3440615_1.fastq,/data/mouse_methyl/raw/GSE80672/fastq/SRR3440615_2.fastq,1,2,0,v25_authorized_full_passed_gate,False,False,117.334,blood,M,control,4.729708
GSE80672,GSM2132750,SRR3440616,/data/mouse_methyl/raw/GSE80672/fastq/SRR3440616_1.fastq,/data/mouse_methyl/raw/GSE80672/fastq/SRR3440616_2.fastq,1,2,0,v25_authorized_full_passed_gate,False,False,117.334,blood,M,control,5.976748
GSE80672,GSM2132751,SRR3440617;SRR3440618,/data/mouse_methyl/raw/GSE80672/fastq/SRR3440617_1.fastq;/data/mouse_methyl/raw/GSE80672/fastq/SRR3440618_1.fastq,/data/mouse_methyl/raw/GSE80672/fastq/SRR3440617_2.fastq;/data/mouse_methyl/raw/GSE80672/fastq/SRR3440618_2.fastq,2,4,0,v25_authorized_full_passed_gate,False,False,117.334,blood,M,control,6.571961999999999
GSE80672,GSM2132752,SRR3440619,/data/mouse_methyl/raw/GSE80672/fastq/SRR3440619_1.fastq,/data/mouse_methyl/raw/GSE80672/fastq/SRR3440619_2.fastq,1,2,0,v25_authorized_full_passed_gate,False,False,117.334,blood,M,control,6.248506
GSE80672,GSM2132753,SRR3440620;SRR3440621,/data/mouse_methyl/raw/GSE80672/fastq/SRR3440620_1.fastq;/data/mouse_methyl/raw/GSE80672/fastq/SRR3440621_1.fastq,/data/mouse_methyl/raw/GSE80672/fastq/SRR3440620_2.fastq;/data/mouse_methyl/raw/GSE80672/fastq/SRR3440621_2.fastq,2,4,0,v25_authorized_full_passed_gate,False,False,117.334,blood,M,control,11.708418
GSE80672,GSM2132921,SRR3440863;SRR3440864,/data/mouse_methyl/raw/GSE80672/fastq/SRR3440863_1.fastq;/data/mouse_methyl/raw/GSE80672/fastq/SRR3440864_1.fastq,/data/mouse_methyl/raw/GSE80672/fastq/SRR3440863_2.fastq;/data/mouse_methyl/raw/GSE80672/fastq/SRR3440864_2.fastq,2,4,0,v25_authorized_full_passed_gate,False,False,121.68,blood,M,control,6.714938999999999
GSE80672,GSM2132922,SRR3440865;SRR3440866,/data/mouse_methyl/raw/GSE80672/fastq/SRR3440865_1.fastq;/data/mouse_methyl/raw/GSE80672/fastq/SRR3440866_1.fastq,/data/mouse_methyl/raw/GSE80672/fastq/SRR3440865_2.fastq;/data/mouse_methyl/raw/GSE80672/fastq/SRR3440866_2.fastq,2,4,0,v25_authorized_full_passed_gate,False,False,121.68,blood,M,control,15.883645000000001
GSE80672,GSM2132923,SRR3440867;SRR3440868,/data/mouse_methyl/raw/GSE80672/fastq/SRR3440867_1.fastq;/data/mouse_methyl/raw/GSE80672/fastq/SRR3440868_1.fastq,/data/mouse_methyl/raw/GSE80672/fastq/SRR3440867_2.fastq;/data/mouse_methyl/raw/GSE80672/fastq/SRR3440868_2.fastq,2,4,0,v25_authorized_full_passed_gate,False,False,121.68,blood,M,control,15.702727
GSE80672,GSM2132924,SRR3440869,/data/mouse_methyl/raw/GSE80672/fastq/SRR3440869_1.fastq,/data/mouse_methyl/raw/GSE80672/fastq/SRR3440869_2.fastq,1,2,0,v25_authorized_full_passed_gate,False,False,121.68,blood,M,control,9.681224
GSE80672,GSM2132925,SRR3440870;SRR3440871,/data/mouse_methyl/raw/GSE80672/fastq/SRR3440870_1.fastq;/data/mouse_methyl/raw/GSE80672/fastq/SRR3440871_1.fastq,/data/mouse_methyl/raw/GSE80672/fastq/SRR3440870_2.fastq;/data/mouse_methyl/raw/GSE80672/fastq/SRR3440871_2.fastq,2,4,0,v25_authorized_full_passed_gate,False,False,121.68,blood,M,control,11.162047999999999
GSE80672,GSM2132926,SRR3440872;SRR3440873,/data/mouse_methyl/raw/GSE80672/fastq/SRR3440872_1.fastq;/data/mouse_methyl/raw/GSE80672/fastq/SRR3440873_1.fastq,/data/mouse_methyl/raw/GSE80672/fastq/SRR3440872_2.fastq;/data/mouse_methyl/raw/GSE80672/fastq/SRR3440873_2.fastq,2,4,0,v25_authorized_full_passed_gate,False,False,121.68,blood,M,control,14.107402999999998
GSE80672,GSM2132927,SRR3440874;SRR3440875,/data/mouse_methyl/raw/GSE80672/fastq/SRR3440874_1.fastq;/data/mouse_methyl/raw/GSE80672/fastq/SRR3440875_1.fastq,/data/mouse_methyl/raw/GSE80672/fastq/SRR3440874_2.fastq;/data/mouse_methyl/raw/GSE80672/fastq/SRR3440875_2.fastq,2,4,0,v25_authorized_full_passed_gate,False,False,121.68,blood,M,control,12.518702999999999
GSE80672,GSM2132928,SRR3440876;SRR3440877,/data/mouse_methyl/raw/GSE80672/fastq/SRR3440876_1.fastq;/data/mouse_methyl/raw/GSE80672/fastq/SRR3440877_1.fastq,/data/mouse_methyl/raw/GSE80672/fastq/SRR3440876_2.fastq;/data/mouse_methyl/raw/GSE80672/fastq/SRR3440877_2.fastq,2,4,0,v25_authorized_full_passed_gate,False,False,121.68,blood,M,control,14.715782
GSE80672,GSM2132929,SRR3440878,/data/mouse_methyl/raw/GSE80672/fastq/SRR3440878_1.fastq,/data/mouse_methyl/raw/GSE80672/fastq/SRR3440878_2.fastq,1,2,0,v25_authorized_full_passed_gate,False,False,121.68,blood,M,control,10.059526
GSE80672,GSM2132930,SRR3440879;SRR3440880,/data/mouse_methyl/raw/GSE80672/fastq/SRR3440879_1.fastq;/data/mouse_methyl/raw/GSE80672/fastq/SRR3440880_1.fastq,/data/mouse_methyl/raw/GSE80672/fastq/SRR3440879_2.fastq;/data/mouse_methyl/raw/GSE80672/fastq/SRR3440880_2.fastq,2,4,0,v25_authorized_full_passed_gate,False,False,130.371,blood,M,control,12.267955
GSE80672,GSM2132932,SRR3440882,/data/mouse_methyl/raw/GSE80672/fastq/SRR3440882_1.fastq,/data/mouse_methyl/raw/GSE80672/fastq/SRR3440882_2.fastq,1,2,0,v25_authorized_full_passed_gate,False,False,130.371,blood,M,control,8.624176
GSE80672,GSM2132933,SRR3440884,/data/mouse_methyl/raw/GSE80672/fastq/SRR3440884_1.fastq,/data/mouse_methyl/raw/GSE80672/fastq/SRR3440884_2.fastq,1,2,0,v25_authorized_full_passed_gate,False,False,130.371,blood,M,control,9.642821
